Gene,SRR647673,SRR647674,SRR647675,avgLogExpr,LogFC.73.74,LogFC.73.75,LogFC.74.75
gene:MSMEG_1381,8.437368939,9.064857513,8.847415074,8.783213842,-0.627488575,-0.410046135,0.217442439
gene:MSMEG_1382,11.84547945,12.17580318,11.77008949,11.93045737,-0.330323731,0.075389958,0.40571369
gene:MSMEG_1383,11.22937722,11.90690531,11.95421085,11.69683113,-0.677528091,-0.724833623,-0.047305532
gene:MSMEG_1384,10.31062692,9.88036591,9.951636172,10.047543,0.430261007,0.358990745,-0.071270262
gene:MSMEG_1385,11.61862723,11.77184175,11.79414771,11.72820556,-0.153214517,-0.175520476,-0.022305959
gene:MSMEG_1386,7.011226516,7.239255216,7.101485364,7.117322365,-0.228028699,-0.090258847,0.137769852
gene:MSMEG_1387,11.12393574,11.50920822,11.26134628,11.29816341,-0.385272481,-0.137410537,0.247861944
gene:MSMEG_1388,9.436014506,10.24503927,9.98338799,9.888147254,-0.809024761,-0.547373484,0.261651277
gene:MSMEG_1389,9.352108604,9.007424489,8.977434636,9.112322576,0.344684114,0.374673967,0.029989853
gene:MSMEG_1390,8.890022069,9.735013346,9.494154169,9.373063195,-0.844991277,-0.6041321,0.240859177
gene:MSMEG_1391,8.756137103,9.043928626,8.956881203,8.918982311,-0.287791523,-0.2007441,0.087047423
gene:MSMEG_1392,10.1238221,10.3648546,10.22685945,10.23851205,-0.241032498,-0.103037355,0.137995144
gene:MSMEG_1393,10.83238235,10.91292248,11.08708778,10.94413087,-0.080540132,-0.254705432,-0.1741653
gene:MSMEG_1394,13.45271611,12.01825077,12.02381627,12.49826105,1.43446534,1.428899836,-0.005565504
gene:MSMEG_1395,11.66891102,11.698618,11.77868225,11.71540376,-0.029706974,-0.109771227,-0.080064253
gene:MSMEG_1396,9.730751916,10.17630951,10.34018134,10.08241426,-0.445557598,-0.609429429,-0.163871831
gene:MSMEG_1397,12.49914714,12.32254781,12.41997429,12.41388975,0.176599333,0.079172854,-0.097426479
gene:MSMEG_1398,14.42725911,14.9326884,14.74784569,14.70259773,-0.505429294,-0.320586583,0.184842711
gene:MSMEG_1399,14.7029625,14.921235,14.79014201,14.80477984,-0.218272505,-0.087179513,0.131092992
gene:MSMEG_1401,18.33702469,16.38783048,16.91759132,17.21414883,1.949194207,1.419433369,-0.529760839
gene:MSMEG_1402,10.69127342,10.70814434,10.88960349,10.76300708,-0.016870912,-0.198330066,-0.181459153
gene:MSMEG_1403,12.56650068,11.65375601,12.18865936,12.13630535,0.912744672,0.377841323,-0.534903349
gene:MSMEG_1404,10.77686157,12.28385923,12.10913446,11.72328509,-1.506997659,-1.332272881,0.174724778
gene:MSMEG_1405,11.09195494,10.28362122,10.05577855,10.47711824,0.808333724,1.036176395,0.227842671
gene:MSMEG_1406,5.836820307,5.740421732,5.689372099,5.755538046,0.096398575,0.147448208,0.051049633
gene:MSMEG_1409,6.610892732,6.92210515,6.78240821,6.771802031,-0.311212418,-0.171515478,0.139696939
gene:MSMEG_1410,11.32069132,10.79206355,10.63035441,10.91436976,0.52862777,0.690336916,0.161709146
gene:MSMEG_1411,12.2424924,10.39852087,10.30341173,10.981475,1.843971535,1.939080667,0.095109133
gene:MSMEG_1412,8.434830561,7.926940342,7.856529539,8.072766814,0.507890219,0.578301022,0.070410803
gene:MSMEG_1413,7.164549241,7.798313411,7.410879019,7.45791389,-0.633764169,-0.246329778,0.387434391
gene:MSMEG_1414,9.431610807,8.064808642,7.837588699,8.444669383,1.366802166,1.594022108,0.227219943
gene:MSMEG_1415,6.595051311,8.108015825,7.894959052,7.532675396,-1.512964514,-1.299907742,0.213056773
gene:MSMEG_1416,14.11216912,14.0302679,13.83095133,13.99112945,0.081901224,0.281217792,0.199316568
gene:MSMEG_1417,11.27414233,11.21760436,11.19333603,11.22836091,0.056537975,0.080806307,0.024268332
gene:MSMEG_1418,7.181285283,7.769469856,7.861282245,7.604012461,-0.588184573,-0.679996962,-0.091812389
gene:MSMEG_1419,8.957074621,9.37454562,9.550170567,9.29393027,-0.417470999,-0.593095946,-0.175624947
gene:MSMEG_1420,8.975765006,9.743764146,9.95248483,9.557337994,-0.76799914,-0.976719824,-0.208720684
gene:MSMEG_1421,12.71318747,14.34732284,15.10536556,14.05529196,-1.634135368,-2.392178087,-0.758042719
gene:MSMEG_1422,10.95760634,12.56300777,13.46284259,12.3278189,-1.605401437,-2.50523625,-0.899834813
gene:MSMEG_1423,13.04849077,13.44913393,14.52694745,13.67485738,-0.400643162,-1.478456685,-1.077813523
gene:MSMEG_1424,12.55588392,13.82756246,14.72198467,13.70181035,-1.271678539,-2.166100753,-0.894422214
gene:MSMEG_1425,11.49777464,11.91554026,12.48301262,11.9654425,-0.417765625,-0.985237984,-0.567472359
gene:MSMEG_1426,11.79010849,12.40523064,12.72140961,12.30558291,-0.615122151,-0.931301116,-0.316178965
gene:MSMEG_1427,8.497914446,8.645953469,8.830507538,8.658125151,-0.148039023,-0.332593093,-0.184554069
gene:MSMEG_1428,10.84566712,10.81924972,11.32696846,10.9972951,0.026417407,-0.481301334,-0.507718741
gene:MSMEG_1429,11.35476378,10.56920429,10.44203175,10.78866661,0.785559495,0.912732033,0.127172537
gene:MSMEG_1430,9.795338537,9.456708558,9.662266885,9.63810466,0.338629979,0.133071651,-0.205558327
gene:MSMEG_1431,9.714580768,9.612329517,9.49911348,9.608674588,0.102251251,0.215467288,0.113216037
gene:MSMEG_1432,9.966144351,10.88709627,10.80393276,10.55239113,-0.920951919,-0.83778841,0.083163509
gene:MSMEG_1433,12.74298152,13.30677994,13.22087547,13.09021231,-0.563798417,-0.477893946,0.085904471
gene:MSMEG_1434,9.000988385,10.2119538,10.17048898,9.794477055,-1.210965412,-1.169500597,0.041464816
gene:MSMEG_1435,13.69423293,14.10219045,14.197025,13.99781613,-0.407957513,-0.50279207,-0.094834557
gene:MSMEG_1436,14.09703294,13.87025591,14.1039599,14.02374958,0.226777033,-0.006926966,-0.233703999
gene:MSMEG_1437,14.21913809,13.89423059,14.16,14.09112289,0.3249075,0.059138094,-0.265769406
gene:MSMEG_1438,12.43800971,13.11076615,13.30190774,12.95022787,-0.672756445,-0.863898032,-0.191141587
gene:MSMEG_1439,16.02460679,14.53838454,14.75039801,15.10446311,1.486222246,1.274208785,-0.212013461
gene:MSMEG_1440,15.0121588,13.19699001,13.31668248,13.84194376,1.815168786,1.695476314,-0.119692472
gene:MSMEG_1441,13.56607478,12.30763925,12.59806147,12.82392517,1.258435526,0.968013313,-0.290422213
gene:MSMEG_1442,13.74688536,13.02615932,13.41547799,13.39617422,0.720726042,0.331407374,-0.389318667
gene:MSMEG_1443,15.39564285,13.65288585,13.82976372,14.29276414,1.742756997,1.565879136,-0.176877861
gene:MSMEG_1444,14.43111176,13.246025,13.31593379,13.66435685,1.185086758,1.115177971,-0.069908787
gene:MSMEG_1445,15.10063329,14.18664811,13.95075557,14.41267899,0.913985177,1.14987772,0.235892543
gene:MSMEG_1446,9.24151409,9.720664182,9.592309528,9.5181626,-0.479150092,-0.350795438,0.128354654
gene:MSMEG_1447,9.133481903,9.277519364,9.025080162,9.145360476,-0.144037461,0.108401741,0.252439202
gene:MSMEG_1448,11.4709277,11.34177874,10.96092966,11.2578787,0.129148957,0.509998037,0.38084908
gene:MSMEG_1450,2.38666549,2.632707378,2.472387297,2.497253388,-0.246041888,-0.085721807,0.160320081
gene:MSMEG_1451,11.19144605,11.56983369,11.42307879,11.39478618,-0.378387644,-0.231632736,0.146754908
gene:MSMEG_1452,9.216303423,9.993505386,9.783852015,9.664553608,-0.777201964,-0.567548592,0.209653371
gene:MSMEG_1453,9.098379556,8.502772742,8.583992544,8.728381614,0.595606814,0.514387012,-0.081219802
gene:MSMEG_1454,6.182968943,5.912791322,5.820013107,5.971924457,0.270177621,0.362955836,0.092778214
gene:MSMEG_1455,9.157637868,8.59862319,8.557485926,8.771248995,0.559014678,0.600151941,0.041137263
gene:MSMEG_1456,9.418953594,9.363752363,9.210028233,9.330911397,0.055201231,0.208925361,0.15372413
gene:MSMEG_1457,6.65512241,5.930107912,6.054683375,6.213304566,0.725014498,0.600439035,-0.124575462
gene:MSMEG_1458,8.290386945,7.967858452,7.954111255,8.07078555,0.322528492,0.33627569,0.013747197
gene:MSMEG_1459,5.736504051,6.002689355,5.744119375,5.827770927,-0.266185304,-0.007615324,0.25856998
gene:MSMEG_1460,5.019192029,5.590980654,5.545425859,5.385199514,-0.571788625,-0.526233831,0.045554795
gene:MSMEG_1461,5.821624086,6.169057776,6.111113399,6.033931754,-0.34743369,-0.289489313,0.057944377
gene:MSMEG_1462,5.907984939,5.691570367,5.591663199,5.730406169,0.216414572,0.31632174,0.099907168
gene:MSMEG_1463,6.97726503,7.679474239,7.46524767,7.373995647,-0.702209208,-0.48798264,0.214226569
gene:MSMEG_1464,7.800117165,7.227004183,7.052458201,7.35985985,0.573112981,0.747658963,0.174545982
gene:MSMEG_1465,13.80531658,14.21577375,14.18561899,14.06890311,-0.410457177,-0.380302414,0.030154764
gene:MSMEG_1466,14.19515947,13.88997484,13.93298412,14.00603948,0.305184631,0.262175349,-0.043009282
gene:MSMEG_1467,12.24624816,13.7223943,13.89142662,13.28668969,-1.476146142,-1.64517846,-0.169032318
gene:MSMEG_1468,15.05227385,13.5076148,13.35290421,13.97093095,1.544659054,1.699369643,0.154710589
gene:MSMEG_1469,15.50897509,14.9208601,14.60613168,15.01198896,0.58811499,0.902843411,0.314728421
gene:MSMEG_1470,13.2576625,14.56245432,14.10282489,13.9743139,-1.304791814,-0.845162386,0.459629428
gene:MSMEG_1471,13.78310102,14.29263443,13.78487218,13.95353588,-0.509533408,-0.001771153,0.507762255
gene:MSMEG_1472,14.65559585,15.23071499,14.71919314,14.86850133,-0.57511914,-0.063597285,0.511521855
gene:MSMEG_1473,11.53309285,13.24641048,12.66027287,12.4799254,-1.713317633,-1.127180018,0.586137615
gene:MSMEG_1474,14.51606613,14.79266791,14.3492583,14.55266411,-0.276601779,0.166807833,0.443409613
gene:MSMEG_1475,11.01974417,10.96440291,10.7802729,10.92147333,0.055341258,0.239471266,0.184130008
gene:MSMEG_1476,13.90148601,13.07122648,12.94984684,13.30751978,0.830259529,0.951639169,0.12137964
gene:MSMEG_1477,13.28495386,12.85092299,13.41282812,13.18290166,0.434030866,-0.127874268,-0.561905134
gene:MSMEG_1478,10.28531291,9.988145746,10.30151383,10.1916575,0.297167165,-0.016200921,-0.313368085
gene:MSMEG_1479,11.62485935,11.10807589,11.0096532,11.24752948,0.516783458,0.615206149,0.098422691
gene:MSMEG_1480,9.970916479,9.934189481,9.633944321,9.846350094,0.036726997,0.336972158,0.30024516
gene:MSMEG_1481,9.270464474,8.790064407,8.8274828,8.96267056,0.480400067,0.442981674,-0.037418393
gene:MSMEG_1482,9.931261239,9.663124517,9.801294988,9.798560248,0.268136722,0.129966251,-0.138170471
gene:MSMEG_1483,14.33037364,14.53912458,14.78042886,14.54997569,-0.208750937,-0.450055218,-0.241304281
gene:MSMEG_1484,12.22610088,13.42504985,13.33942804,12.99685959,-1.198948973,-1.113327155,0.085621818
gene:MSMEG_1485,12.24835093,13.24110361,13.09664371,12.86203275,-0.992752677,-0.848292779,0.144459898
gene:MSMEG_1486,9.556589265,9.568338204,9.329112912,9.484680127,-0.011748939,0.227476352,0.239225292
gene:MSMEG_1487,8.27959781,8.597316248,8.376314356,8.417742805,-0.317718438,-0.096716546,0.221001892
gene:MSMEG_1488,5.692745826,6.164225991,5.932217328,5.929729715,-0.471480165,-0.239471503,0.232008662
gene:MSMEG_1489,4.325699226,4.9614217,4.938684542,4.741935156,-0.635722474,-0.612985315,0.022737158
gene:MSMEG_1490,6.737453619,6.494419044,6.27903821,6.503636958,0.243034574,0.458415408,0.215380834
gene:MSMEG_1491,6.659179292,6.816223852,6.736375499,6.737259548,-0.15704456,-0.077196206,0.079848353
gene:MSMEG_1492,10.46989532,10.86464408,10.79928929,10.71127623,-0.394748759,-0.329393969,0.06535479
gene:MSMEG_1493,9.059232696,9.759160762,9.615822836,9.478072098,-0.699928066,-0.55659014,0.143337926
gene:MSMEG_1494,8.947295335,9.027312712,8.921559278,8.965389108,-0.080017376,0.025736057,0.105753433
gene:MSMEG_1495,8.406998287,8.006585295,7.893106289,8.102229957,0.400412992,0.513891998,0.113479006
gene:MSMEG_1496,9.345643986,9.987975062,10.08956669,9.807728579,-0.642331076,-0.743922702,-0.101591626
gene:MSMEG_1497,9.775016736,9.53564744,9.714401512,9.675021896,0.239369296,0.060615224,-0.178754072
gene:MSMEG_1498,11.37341301,10.27062887,10.48771729,10.71058639,1.102784134,0.885695723,-0.217088411
gene:MSMEG_1499,8.903847972,8.384764391,8.433100086,8.57390415,0.519083581,0.470747886,-0.048335695
gene:MSMEG_1500,6.033332731,7.008882034,7.119507811,6.720574192,-0.975549303,-1.08617508,-0.110625777
gene:MSMEG_1501,9.523694305,9.819577823,9.902671197,9.748647775,-0.295883518,-0.378976892,-0.083093374
gene:MSMEG_1502,8.450879005,8.6942019,8.848795675,8.664625527,-0.243322895,-0.39791667,-0.154593775
gene:MSMEG_1503,8.76120305,8.645636461,8.695635433,8.700824982,0.115566589,0.065567617,-0.049998972
gene:MSMEG_1504,8.259179492,9.281488283,9.232359178,8.924342317,-1.02230879,-0.973179685,0.049129105
gene:MSMEG_1505,9.174196369,8.781113261,8.950486663,8.968598764,0.393083108,0.223709706,-0.169373402
gene:MSMEG_1506,8.32847797,9.254843181,9.118993031,8.900771394,-0.926365212,-0.790515062,0.13585015
gene:MSMEG_1507,8.132775532,7.28946884,7.226296149,7.549513507,0.843306691,0.906479383,0.063172692
gene:MSMEG_1508,8.549424769,8.006282542,8.128704831,8.228137381,0.543142227,0.420719938,-0.122422289
gene:MSMEG_1509,7.26144912,7.631499195,7.468133483,7.453693932,-0.370050075,-0.206684363,0.163365712
gene:MSMEG_1510,9.841319737,10.59443502,10.74761744,10.3944574,-0.753115282,-0.906297704,-0.153182423
gene:MSMEG_1511,9.601899396,9.914028049,10.10776468,9.874564042,-0.312128652,-0.505865286,-0.193736634
gene:MSMEG_1512,12.74927141,12.8295885,12.72924367,12.76936786,-0.080317087,0.02002774,0.100344827
gene:MSMEG_1513,10.78437091,10.957896,10.93773771,10.89333487,-0.173525087,-0.153366801,0.020158287
gene:MSMEG_1514,12.80475665,11.40763024,11.34037889,11.85092193,1.397126412,1.46437776,0.067251348
gene:MSMEG_1515,12.34464003,12.39377934,12.6009882,12.44646919,-0.049139304,-0.256348165,-0.207208861
gene:MSMEG_1516,12.34206746,12.97136622,13.14284746,12.81876038,-0.629298759,-0.800779999,-0.171481239
gene:MSMEG_1517,10.82631721,11.30021646,11.31625568,11.14759645,-0.47389925,-0.489938463,-0.016039212
gene:MSMEG_1518,10.9680425,9.637459885,9.857747407,10.1544166,1.330582619,1.110295097,-0.220287522
gene:MSMEG_1519,15.24802857,15.26403678,15.03813215,15.18339917,-0.016008211,0.209896417,0.225904628
gene:MSMEG_1520,16.19630927,14.59098082,14.45229722,15.07986244,1.605328454,1.744012053,0.138683599
gene:MSMEG_1521,14.14168067,14.31923085,14.2844567,14.24845607,-0.177550181,-0.142776034,0.034774147
gene:MSMEG_1522,13.38250421,13.15522389,13.45556404,13.33109738,0.227280315,-0.073059832,-0.300340147
gene:MSMEG_1523,14.82392139,13.8766141,14.20020643,14.3002473,0.947307294,0.623714965,-0.323592329
gene:MSMEG_1524,16.05597723,14.70776627,15.06053902,15.27476084,1.348210957,0.995438201,-0.352772755
gene:MSMEG_1525,15.57284335,14.99612455,14.97655345,15.18184045,0.576718794,0.596289898,0.019571104
gene:MSMEG_1526,11.44140955,12.16087197,12.02944848,11.87724334,-0.719462423,-0.58803893,0.131423493
gene:MSMEG_1527,11.37804473,10.93026124,11.04398439,11.11743012,0.447783499,0.334060342,-0.113723157
gene:MSMEG_1528,11.71285894,12.09692242,11.92936811,11.91304983,-0.384063482,-0.216509174,0.167554309
gene:MSMEG_1529,11.40409241,11.85414665,11.98205708,11.74676538,-0.450054237,-0.577964674,-0.127910437
gene:MSMEG_1530,9.786569685,10.03450862,10.30385494,10.04164441,-0.247938931,-0.517285251,-0.269346319
gene:MSMEG_1531,9.337663504,10.12657745,9.916744835,9.79366193,-0.788913946,-0.579081331,0.209832615
gene:MSMEG_1532,8.436353713,8.335912525,8.044360432,8.27220889,0.100441188,0.391993281,0.291552094
gene:MSMEG_1533,6.255946711,6.373233413,6.363912599,6.331030908,-0.117286702,-0.107965888,0.009320813
gene:MSMEG_1534,7.742944556,7.848043929,7.729383266,7.77345725,-0.105099373,0.01356129,0.118660663
gene:MSMEG_1535,5.93823404,6.724865037,6.491560918,6.384886665,-0.786630996,-0.553326878,0.233304118
gene:MSMEG_1536,9.416090143,8.637308686,8.584925149,8.879441326,0.778781457,0.831164995,0.052383537
gene:MSMEG_1537,5.92700299,6.406888085,6.24198593,6.191959002,-0.479885095,-0.31498294,0.164902155
gene:MSMEG_1538,5.10286952,5.597222472,5.456102106,5.385398033,-0.494352952,-0.353232586,0.141120367
gene:MSMEG_1539,6.945635691,6.779454166,6.724422935,6.816504264,0.166181526,0.221212757,0.055031231
gene:MSMEG_1540,10.53083951,9.788298609,10.13463044,10.15125619,0.742540901,0.396209068,-0.346331833
gene:MSMEG_1541,5.331734444,5.281843991,5.123295053,5.245624496,0.049890454,0.208439391,0.158548938
gene:MSMEG_1542,10.3853211,10.65171297,10.84553832,10.62752413,-0.266391869,-0.460217216,-0.193825346
gene:MSMEG_1543,12.24390121,11.91957617,13.69054909,12.61800882,0.324325036,-1.446647886,-1.770972922
gene:MSMEG_1544,9.231436327,9.791302985,11.25972266,10.09415399,-0.559866657,-2.028286328,-1.468419671
gene:MSMEG_1545,9.952858474,10.19768518,11.30628307,10.48560891,-0.244826709,-1.353424598,-1.108597889
gene:MSMEG_1546,9.733287585,10.2824398,12.13035915,10.71536218,-0.549152211,-2.397071562,-1.847919351
gene:MSMEG_1547,10.8133236,11.35928102,13.15676223,11.77645562,-0.545957428,-2.343438636,-1.797481209
gene:MSMEG_1548,10.09110252,10.42662054,12.20353393,10.90708566,-0.335518027,-2.112431414,-1.776913387
gene:MSMEG_1550,7.668202786,7.492458135,9.360310903,8.173657275,0.175744651,-1.692108117,-1.867852768
gene:MSMEG_1551,8.487813594,8.842986121,9.573191874,8.967997196,-0.355172527,-1.08537828,-0.730205753
gene:MSMEG_1552,12.99988703,11.42604925,12.23868051,12.22153893,1.573837784,0.761206526,-0.812631258
gene:MSMEG_1553,11.99477402,11.33627144,11.99846603,11.77650383,0.658502579,-0.003692012,-0.662194591
gene:MSMEG_1554,9.787096535,8.981363328,9.559720973,9.442726945,0.805733207,0.227375562,-0.578357645
gene:MSMEG_1556,14.24357167,14.81378681,14.22653832,14.4279656,-0.570215137,0.017033353,0.58724849
gene:MSMEG_1557,11.95343661,13.31345699,12.74559917,12.67083092,-1.360020386,-0.792162559,0.567857827
gene:MSMEG_1558,14.1703604,11.90444721,12.2570432,12.77728361,2.26591319,1.913317207,-0.352595983
gene:MSMEG_1559,13.05832559,13.05588032,12.91726229,13.0104894,0.002445262,0.141063293,0.138618031
gene:MSMEG_1560,10.03174387,8.906064975,8.720946816,9.219585221,1.125678895,1.310797054,0.185118159
gene:MSMEG_1561,9.821214227,10.14751591,10.02430938,9.997679838,-0.326301678,-0.203095154,0.123206524
gene:MSMEG_1563,7.736405986,7.152660163,7.241870305,7.376978818,0.583745823,0.494535681,-0.089210142
gene:MSMEG_1564,8.095794034,8.18500314,8.350226382,8.210341185,-0.089209106,-0.254432348,-0.165223242
gene:MSMEG_1565,9.740948532,10.42298366,10.39618362,10.18670527,-0.682035123,-0.655235083,0.02680004
gene:MSMEG_1566,11.45606939,10.82120405,10.99029326,11.0891889,0.634865339,0.465776129,-0.16908921
gene:MSMEG_1567,10.65835243,11.76639119,11.77274864,11.39916409,-1.108038757,-1.114396209,-0.006357452
gene:MSMEG_1568,13.81761459,13.8444193,13.84296562,13.83499984,-0.026804708,-0.025351029,0.001453679
gene:MSMEG_1569,4.440859987,4.846612179,4.954269105,4.74724709,-0.405752191,-0.513409117,-0.107656926
gene:MSMEG_1570,9.06029593,9.948570719,9.986686456,9.665184368,-0.888274789,-0.926390526,-0.038115737
gene:MSMEG_1571,7.317043559,7.267355655,7.062156286,7.2155185,0.049687904,0.254887273,0.205199369
gene:MSMEG_1572,8.761729685,8.56950678,8.32966702,8.553634495,0.192222905,0.432062666,0.23983976
gene:MSMEG_1573,10.81266615,11.03213399,10.82234903,10.88904972,-0.219467836,-0.00968288,0.209784957
gene:MSMEG_1574,11.99189214,12.45928526,12.21093401,12.2207038,-0.467393116,-0.219041867,0.248351249
gene:MSMEG_1575,10.56957574,12.13910111,11.81551251,11.50806312,-1.569525367,-1.245936771,0.323588596
gene:MSMEG_1576,11.67589099,11.79358147,11.62579027,11.69842091,-0.11769048,0.050100718,0.167791198
gene:MSMEG_1577,9.755121283,10.18410161,10.06489207,10.00137166,-0.428980328,-0.30977079,0.119209538
gene:MSMEG_1578,9.714213999,10.24076346,10.10379398,10.01959048,-0.526549462,-0.389579977,0.136969484
gene:MSMEG_1579,11.36999055,10.37399114,10.33063961,10.69154043,0.995999409,1.039350936,0.043351527
gene:MSMEG_1580,10.60376147,10.96937998,10.84362034,10.80558726,-0.365618505,-0.239858867,0.125759637
gene:MSMEG_1581,12.23199612,10.41817809,10.50952771,11.05323397,1.813818026,1.722468404,-0.091349622
gene:MSMEG_1582,14.51959517,15.16573749,14.71166782,14.79900016,-0.646142324,-0.19207265,0.454069674
gene:MSMEG_1583,15.47545216,15.05874479,14.68912423,15.07444039,0.416707367,0.786327934,0.369620567
gene:MSMEG_1584,7.839226672,6.823030801,6.568937328,7.077064934,1.016195871,1.270289345,0.254093474
gene:MSMEG_1585,6.481322253,7.033565907,6.951031053,6.821973071,-0.552243654,-0.4697088,0.082534854
gene:MSMEG_1586,7.88063926,7.354613887,7.303313599,7.512855582,0.526025373,0.577325661,0.051300287
gene:MSMEG_1587,6.653486413,6.363457805,6.234350775,6.417098331,0.290028608,0.419135638,0.12910703
gene:MSMEG_1588,4.308688678,4.7708286,4.660440317,4.579985865,-0.462139922,-0.351751639,0.110388282
gene:MSMEG_1589,6.127631708,5.292693383,5.131603595,5.517309562,0.834938325,0.996028113,0.161089789
gene:MSMEG_1590,6.974815714,6.342737277,6.224769159,6.514107384,0.632078437,0.750046555,0.117968118
gene:MSMEG_1591,9.7526094,9.455639831,9.398638144,9.535629125,0.296969568,0.353971255,0.057001687
gene:MSMEG_1592,10.83815128,10.69320427,10.73487908,10.75541154,0.144947011,0.103272205,-0.041674806
gene:MSMEG_1593,9.11062973,9.213055006,9.066410549,9.130031762,-0.102425277,0.044219181,0.146644457
gene:MSMEG_1594,10.06659677,11.26774676,11.17289606,10.83574653,-1.201149989,-1.106299289,0.094850701
gene:MSMEG_1595,7.314302241,7.975588806,7.752144769,7.680678606,-0.661286565,-0.437842528,0.223444037
gene:MSMEG_1596,9.742143383,9.761981248,9.709660517,9.737928383,-0.019837866,0.032482865,0.052320731
gene:MSMEG_1597,12.31630079,11.72239045,11.65767351,11.89878825,0.593910338,0.658627278,0.06471694
gene:MSMEG_1598,10.22150323,9.781985592,9.889694754,9.964394527,0.439517643,0.33180848,-0.107709163
gene:MSMEG_1599,12.7902146,12.60936607,12.49736894,12.63231654,0.180848536,0.292845662,0.111997126
gene:MSMEG_1600,13.20835736,12.82219328,12.9772049,13.00258518,0.386164082,0.231152461,-0.155011621
gene:MSMEG_1601,13.52412082,13.78487394,13.85636873,13.72178783,-0.260753116,-0.332247904,-0.071494789
gene:MSMEG_1602,14.77810361,14.7046198,14.39141918,14.62471419,0.073483814,0.386684434,0.31320062
gene:MSMEG_1603,12.87066084,13.21007705,13.01390554,13.03154781,-0.339416206,-0.143244696,0.19617151
gene:MSMEG_1604,12.46338942,11.98184729,11.76830075,12.07117915,0.481542128,0.695088666,0.213546538
gene:MSMEG_1605,10.08754534,10.32624493,11.04278471,10.48552499,-0.238699596,-0.95523937,-0.716539774
gene:MSMEG_1606,6.783955791,7.59671476,7.726270346,7.368980299,-0.81275897,-0.942314555,-0.129555586
gene:MSMEG_1607,6.407895601,7.417809872,7.446288847,7.090664773,-1.009914272,-1.038393246,-0.028478975
gene:MSMEG_1608,10.45871404,10.25113028,10.54072172,10.41685535,0.207583766,-0.082007678,-0.289591444
gene:MSMEG_1610,13.10141308,13.22113386,13.30353397,13.20869363,-0.119720783,-0.202120893,-0.08240011
gene:MSMEG_1611,10.8749083,10.79618357,10.77181577,10.81430255,0.078724732,0.103092536,0.024367804
gene:MSMEG_1612,8.008831763,7.251670388,7.391072549,7.5505249,0.757161374,0.617759213,-0.139402161
gene:MSMEG_1613,7.165067681,6.565648076,6.489179313,6.739965024,0.599419605,0.675888368,0.076468763
gene:MSMEG_1614,5.789110474,5.939726039,5.983693809,5.904176774,-0.150615565,-0.194583335,-0.04396777
gene:MSMEG_1615,8.662683,8.409633377,8.271946994,8.44808779,0.253049624,0.390736007,0.137686383
gene:MSMEG_1617,11.57621017,10.81624294,11.20248248,11.19831186,0.759967235,0.373727692,-0.386239543
gene:MSMEG_1618,14.09094402,12.23057125,12.68466158,13.00205895,1.860372766,1.40628244,-0.454090325
gene:MSMEG_1619,1.899145685,2.035350482,1.991429926,1.975308698,-0.136204798,-0.092284241,0.043920556
gene:MSMEG_1620,6.604334238,7.86424934,7.685604747,7.384729442,-1.259915101,-1.081270508,0.178644593
gene:MSMEG_1621,11.82720778,11.22530247,11.27918531,11.44389852,0.601905304,0.548022466,-0.053882838
gene:MSMEG_1622,10.58983402,9.993850997,9.927078694,10.17025457,0.595983027,0.66275533,0.066772303
gene:MSMEG_1623,8.328769353,8.266121486,8.276581235,8.290490691,0.062647867,0.052188118,-0.010459748
gene:MSMEG_1624,6.374399049,6.484459829,6.5037495,6.454202793,-0.11006078,-0.129350451,-0.019289671
gene:MSMEG_1625,9.265595274,8.366392572,8.419316811,8.683768219,0.899202702,0.846278463,-0.052924239
gene:MSMEG_1626,9.598519355,8.454281276,8.483625931,8.845475521,1.144238079,1.114893423,-0.029344656
gene:MSMEG_1627,7.321288056,7.721491329,7.628330455,7.557036613,-0.400203272,-0.307042398,0.093160874
gene:MSMEG_1628,10.39493658,10.67774844,10.68245018,10.58504507,-0.282811853,-0.287513601,-0.004701748
gene:MSMEG_1629,13.15391892,13.17704518,12.95513229,13.09536546,-0.023126257,0.198786627,0.221912884
gene:MSMEG_1630,6.529594427,6.750740384,6.643949269,6.641428026,-0.221145957,-0.114354842,0.106791116
gene:MSMEG_1631,9.006161612,9.300568131,9.1798429,9.162190881,-0.294406518,-0.173681288,0.12072523
gene:MSMEG_1632,11.18311562,10.60028235,10.79494589,10.85944795,0.582833265,0.388169732,-0.194663533
gene:MSMEG_1633,10.31493997,10.47190179,10.6339318,10.47359119,-0.156961816,-0.318991833,-0.162030017
gene:MSMEG_1634,13.25138668,12.38914336,12.4509545,12.69716151,0.862243323,0.800432181,-0.061811142
gene:MSMEG_1635,13.66139475,13.51227953,13.50249867,13.55872432,0.149115221,0.158896081,0.00978086
gene:MSMEG_1636,11.32860554,11.53498554,11.49246261,11.4520179,-0.206380005,-0.163857069,0.042522936
gene:MSMEG_1637,13.16914234,13.27362785,13.16509595,13.20262205,-0.104485513,0.004046394,0.108531907
gene:MSMEG_1638,11.13591985,11.15218036,10.93250787,11.07353602,-0.01626051,0.203411979,0.219672489
gene:MSMEG_1639,11.31239986,11.73185745,11.50868414,11.51764715,-0.419457591,-0.196284281,0.22317331
gene:MSMEG_1640,12.45096464,12.41218328,12.3929979,12.41871528,0.038781362,0.057966739,0.019185377
